locus_tag	Lygos_24_1A	Lygos_24_1B	Lygos_24_2A	Lygos_24_2B	Lygos_48_1A	Lygos_48_1B	Lygos_48_2A	Lygos_48_2B
BOH78_0981							1.0	
BOH78_0983	2.0		1.0	2.0				
BOH78_0982	4.0	2.0	3.0	3.0	4.0	2.0	3.0	1.0
BOH78_0985	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
BOH78_0987	3.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0
BOH78_0986	1.0		2.0	3.0	1.0	2.0	1.0	1.0
BOH78_0901	2.0	2.0	4.0		1.0		1.0	
BOH78_0900	6.0	5.0	5.0	6.0	1.0	4.0	6.0	6.0
BOH78_0903	37.0	33.0	34.0	38.0	38.0	33.0	27.0	33.0
BOH78_0902						1.0		
BOH78_0904	33.0	32.0	29.0	27.0	32.0	31.0	30.0	22.0
BOH78_0909	1.0	2.0	2.0	2.0			1.0	
BOH78_0739	1.0	2.0	1.0	2.0	1.0	1.0		1.0
BOH78_0732			3.0				2.0	
BOH78_0733	2.0	1.0	2.0	1.0	3.0	1.0		
BOH78_0730	17.0	17.0	16.0	19.0	18.0	12.0	9.0	15.0
BOH78_0736		1.0	1.0	2.0	1.0	1.0		2.0
BOH78_0737	2.0	1.0	1.0					1.0
BOH78_0734	7.0	4.0	9.0	6.0	6.0	3.0	6.0	3.0
BOH78_0735	1.0		1.0		3.0	1.0	3.0	
BOH78_0924			1.0	2.0				
BOH78_0922	3.0	8.0	4.0	2.0	6.0	6.0	2.0	
BOH78_0921		1.0	1.0	1.0		1.0		1.0
BOH78_0928	5.0	6.0	6.0	6.0	6.0	4.0	6.0	4.0
BOH78_0710	22.0	18.0	26.0	20.0	24.0	19.0	13.0	16.0
BOH78_0711	1.0		1.0	2.0				1.0
BOH78_0713	1.0	1.0		1.0		1.0	3.0	1.0
BOH78_0714	5.0	8.0	9.0	7.0	10.0	9.0	7.0	7.0
BOH78_0715	5.0	3.0	1.0	4.0	2.0	3.0	7.0	3.0
BOH78_0716	3.0	2.0	3.0	3.0	2.0	1.0	1.0	2.0
BOH78_0717	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0
BOH78_0718	50.0	36.0	40.0	29.0	52.0	48.0	33.0	28.0
BOH78_0719				1.0	1.0			
BOH78_0948	3.0	3.0	8.0	8.0	2.0	3.0	1.0	2.0
BOH78_0947	48.0	64.0	49.0	70.0	37.0	65.0	52.0	64.0
BOH78_0946			1.0	1.0				
BOH78_0941	8.0	17.0	18.0	16.0	7.0	10.0	8.0	14.0
BOH78_0943	2.0	3.0	4.0	5.0	4.0	4.0		6.0
BOH78_0880	1.0	1.0	3.0	1.0		1.0		1.0
BOH78_0883				1.0	2.0		1.0	
BOH78_0885	36.0	30.0	32.0	36.0	42.0	23.0	26.0	31.0
BOH78_0889	1.0							
BOH78_0776	16.0	9.0	10.0	10.0	7.0	13.0	14.0	13.0
BOH78_0774		1.0		1.0				
BOH78_0772	7.0	4.0	3.0	4.0	7.0	4.0	4.0	6.0
BOH78_0770		1.0	1.0	1.0			1.0	1.0
BOH78_0771	2.0	2.0	7.0	7.0	3.0	3.0	5.0	6.0
BOH78_0779	14.0	9.0	13.0	17.0	18.0	7.0	14.0	16.0
BOH78_0963	2.0		1.0	2.0			1.0	1.0
BOH78_0961	19.0	13.0	18.0	20.0	25.0	11.0	12.0	14.0
BOH78_0960	20.0	17.0	22.0	20.0	19.0	14.0	11.0	22.0
BOH78_0965	36.0	32.0	39.0	35.0	26.0	35.0	29.0	38.0
BOH78_0964			2.0				1.0	
BOH78_0969	2.0	2.0	4.0	5.0	7.0	6.0	4.0	3.0
BOH78_0968	2.0	2.0		2.0	3.0	3.0	2.0	
BOH78_0758	3.0	2.0	2.0	5.0	4.0	3.0	2.0	4.0
BOH78_0759	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0
BOH78_0754	36.0	29.0	35.0	33.0	43.0	32.0	36.0	25.0
BOH78_0755		1.0	2.0	2.0	4.0	1.0	2.0	1.0
BOH78_0756	4.0	6.0	8.0	8.0	2.0	4.0	9.0	3.0
BOH78_0750	40.0	37.0	43.0	38.0	36.0	39.0	48.0	38.0
BOH78_1018				2.0			3.0	
BOH78_1014					1.0			
BOH78_0822							5.0	
BOH78_0820	4.0	5.0	3.0	6.0	4.0	4.0	4.0	3.0
BOH78_0821	7.0	6.0	7.0	6.0	6.0	6.0	4.0	4.0
BOH78_0826	3.0	1.0	4.0	3.0	4.0	3.0	2.0	2.0
BOH78_0827	4.0	5.0	5.0	6.0	3.0	2.0	9.0	4.0
BOH78_0824			1.0		1.0			
BOH78_0828					1.0			
BOH78_0829	11.0	12.0	9.0	11.0	9.0	12.0	14.0	12.0
BOH78_0798	12.0	9.0	13.0	9.0	11.0	10.0	8.0	8.0
BOH78_0799		1.0	1.0			1.0		
BOH78_0790	2.0	2.0	2.0	2.0	3.0	1.0	3.0	5.0
BOH78_0791	15.0	11.0	10.0	6.0	15.0	13.0	12.0	11.0
BOH78_0797				1.0	1.0			
BOH78_0801	2.0		2.0	2.0	1.0			
BOH78_0802	26.0	28.0	19.0	20.0	28.0	22.0	18.0	21.0
BOH78_0803	14.0	30.0	12.0	19.0	17.0	27.0	16.0	25.0
BOH78_0805	1.0							
BOH78_0806	34.0	33.0	31.0	32.0	37.0	19.0	17.0	20.0
BOH78_0868	3.0	6.0	6.0	5.0	9.0	7.0	3.0	5.0
BOH78_0866	6.0	5.0	8.0	7.0	11.0	2.0	5.0	9.0
BOH78_0867	6.0	7.0	10.0	10.0	5.0	7.0	7.0	6.0
BOH78_0863	2.0	1.0		2.0	2.0	1.0	2.0	2.0
BOH78_0861	14.0	11.0	12.0	14.0	16.0	8.0	11.0	13.0
BOH78_0639	19.0	18.0	25.0	22.0	18.0	14.0	19.0	20.0
BOH78_0633	2.0	2.0	1.0	3.0	3.0	2.0	3.0	2.0
BOH78_0632				1.0			1.0	
BOH78_0637	3.0	2.0	2.0	1.0	4.0	4.0	2.0	3.0
BOH78_0636	1.0	1.0	2.0	1.0	2.0		1.0	2.0
BOH78_0634							1.0	
BOH78_0541	15.0	16.0	20.0	13.0	17.0	12.0	21.0	13.0
BOH78_0540	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0
BOH78_0543	63.0	56.0	100.0	77.0	71.0	47.0	165.0	70.0
BOH78_0542	1.0	2.0	4.0	2.0		1.0	3.0	2.0
BOH78_0545		1.0						
BOH78_0544	2.0		2.0	1.0	2.0		4.0	1.0
BOH78_0546	4.0	10.0	5.0	7.0	8.0	5.0	10.0	7.0
BOH78_0548	6.0	5.0	7.0	7.0	7.0	4.0	6.0	6.0
BOH78_0379						1.0		1.0
BOH78_0372	16.0	30.0	30.0	28.0	14.0	21.0	23.0	33.0
BOH78_0373	19.0	20.0	19.0	23.0	19.0	12.0	22.0	21.0
BOH78_0371	7.0	5.0	6.0	4.0	6.0	6.0	4.0	2.0
BOH78_0376	1.0			1.0	1.0	1.0	1.0	
BOH78_0377	2.0	2.0	2.0	2.0	1.0		1.0	1.0
BOH78_0374	1.0	2.0	1.0	1.0			1.0	1.0
BOH78_0375	21.0	20.0	15.0	14.0	14.0	14.0	12.0	12.0
BOH78_0567	9.0	6.0	6.0	11.0	10.0	5.0	3.0	5.0
BOH78_0566	31.0	23.0	24.0	25.0	32.0	19.0	16.0	21.0
BOH78_0565	13.0	14.0	16.0	13.0	15.0	14.0	10.0	12.0
BOH78_0564	1.0		2.0	1.0				1.0
BOH78_0560	3.0	1.0		2.0	2.0	2.0	1.0	1.0
BOH78_0568	2.0	1.0	1.0	1.0	2.0		2.0	
BOH78_0509	1.0				1.0			
BOH78_0508	16.0	17.0	15.0	22.0	16.0	11.0	11.0	25.0
BOH78_0504	7.0	4.0	8.0	4.0	7.0	4.0	4.0	4.0
BOH78_0506	28.0	32.0	32.0	29.0	32.0	30.0	28.0	29.0
BOH78_0501	9.0	5.0	6.0	6.0	13.0	8.0	3.0	3.0
BOH78_0500	1.0	2.0		2.0	1.0	2.0	1.0	1.0
BOH78_0503		4.0	3.0	3.0		4.0		2.0
BOH78_0502	27.0	18.0	38.0	32.0	26.0	14.0	28.0	29.0
BOH78_0699	31.0	30.0	36.0	36.0	39.0	28.0	20.0	25.0
BOH78_0698	2.0	2.0	1.0	2.0	1.0	1.0	1.0	
BOH78_0694	3.0	2.0	5.0	3.0	2.0	4.0	2.0	2.0
BOH78_0697	8.0	10.0	13.0	12.0	8.0	7.0	9.0	12.0
BOH78_0696	43.0	40.0	40.0	44.0	39.0	31.0	37.0	45.0
BOH78_0691		1.0				1.0		
BOH78_0690	11.0	9.0	10.0	13.0	11.0	11.0	11.0	10.0
BOH78_0693		1.0	1.0	1.0	1.0		1.0	
BOH78_0692	2.0	1.0	1.0	1.0		1.0	1.0	
BOH78_0522	1.0							
BOH78_0520	1.0		1.0	2.0			1.0	
BOH78_0527	1.0							
BOH78_0526	2.0	2.0	1.0	4.0	1.0	2.0	2.0	2.0
BOH78_0525			1.0	1.0			1.0	
BOH78_0484	2.0	2.0	2.0	1.0		2.0		2.0
BOH78_0485	3.0	4.0	5.0	6.0	4.0	4.0	4.0	4.0
BOH78_0486	3.0	6.0	6.0	9.0	4.0	2.0	1.0	3.0
BOH78_0487	5.0	4.0	1.0	6.0	5.0	2.0		3.0
BOH78_0482	22.0	18.0	19.0	19.0	18.0	21.0	17.0	18.0
BOH78_0483	11.0	8.0	6.0	9.0	10.0	10.0	10.0	6.0
BOH78_0463	1.0		1.0	1.0				
BOH78_0466	2.0	1.0	1.0	2.0	1.0		2.0	1.0
BOH78_0467	18.0	16.0	23.0	20.0	8.0	17.0	12.0	25.0
BOH78_0464	3.0	1.0	3.0	3.0	2.0	3.0	4.0	1.0
BOH78_0468	2.0	5.0	11.0	6.0	3.0	3.0	9.0	4.0
BOH78_0700	2.0	1.0	1.0	2.0	4.0	2.0	3.0	4.0
BOH78_0440	18.0	15.0	18.0	16.0	18.0	9.0	19.0	22.0
BOH78_0441	1.0			1.0	1.0		1.0	
BOH78_0442		1.0	1.0		2.0	1.0	1.0	
BOH78_0444				1.0	3.0	1.0	2.0	
BOH78_0445	4.0	12.0	2.0	6.0	7.0	6.0	2.0	3.0
BOH78_0446	4.0	2.0	4.0	5.0	5.0	2.0	5.0	2.0
BOH78_0447				1.0				
BOH78_0428	1.0	1.0	1.0	3.0	1.0	1.0		
BOH78_0429		1.0				1.0		
BOH78_0426	2.0	1.0	3.0	3.0	4.0	4.0	1.0	2.0
BOH78_0427	2.0		3.0	3.0	3.0	3.0	1.0	1.0
BOH78_0424	13.0	12.0	12.0	9.0	5.0	11.0	5.0	11.0
BOH78_0422	26.0	23.0	28.0	19.0	24.0	22.0	21.0	25.0
BOH78_0423		1.0	1.0		2.0	1.0		
BOH78_0420							1.0	
BOH78_0421	4.0	1.0	5.0		10.0	2.0	3.0	2.0
BOH78_0394	8.0	4.0	3.0	4.0	6.0	4.0		4.0
BOH78_0395	1.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0
BOH78_0396	1.0		3.0	2.0			1.0	1.0
BOH78_0390	1.0		1.0	1.0				
BOH78_0392				1.0	1.0	2.0	1.0	
BOH78_0393	1.0						1.0	
BOH78_0398	1.0	1.0	3.0	1.0		1.0	1.0	
BOH78_0404	12.0	8.0	14.0	11.0	12.0	12.0	15.0	10.0
BOH78_0402	6.0	6.0	11.0	12.0	5.0	3.0	13.0	8.0
BOH78_0408	5.0	6.0	7.0	6.0	4.0	3.0	3.0	3.0
BOH78_0642	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
BOH78_0643	6.0	5.0	6.0	7.0	4.0	4.0	4.0	7.0
BOH78_0647	1.0		1.0	1.0	1.0			
BOH78_0645	3.0	4.0	3.0	3.0	5.0	4.0	4.0	5.0
BOH78_0660	16.0	16.0	31.0	29.0	9.0	27.0	38.0	26.0
BOH78_0661	6.0	6.0	5.0	7.0	13.0	9.0	10.0	9.0
BOH78_0662			1.0	1.0	1.0			
BOH78_0667		1.0			2.0			
BOH78_0668	19.0	14.0	18.0	22.0	17.0	17.0	18.0	16.0
BOH78_0669							1.0	
BOH78_0596	8.0	6.0	6.0	5.0	9.0	5.0	9.0	8.0
BOH78_0597	1.0			1.0	1.0		1.0	
BOH78_0592							1.0	
BOH78_0593	8.0	5.0	6.0	5.0	7.0	3.0	9.0	5.0
BOH78_0590			1.0	1.0				
BOH78_0591	2.0	2.0	1.0	1.0		1.0	2.0	1.0
BOH78_0599	1.0				1.0			
BOH78_0606	1.0		2.0	1.0	2.0	1.0	2.0	3.0
BOH78_0607	5.0	6.0	7.0	6.0	6.0	6.0	6.0	9.0
BOH78_0604	1.0		1.0	1.0	2.0			2.0
BOH78_0605						1.0	2.0	
BOH78_0603								1.0
BOH78_0601					1.0			
BOH78_0608	1.0	1.0	2.0	1.0	5.0	3.0	2.0	
BOH78_0628	7.0	2.0	6.0	2.0	10.0	3.0	18.0	5.0
BOH78_0629	23.0	12.0	21.0	14.0	23.0	14.0	26.0	17.0
BOH78_0624	1.0	1.0	2.0				1.0	
BOH78_0625					2.0			
BOH78_0627	1.0		1.0		1.0	1.0		1.0
BOH78_0620	1.0		1.0	1.0	1.0			
BOH78_0621	14.0	21.0	13.0	18.0	17.0	17.0	14.0	9.0
BOH78_0622				1.0	2.0		3.0	1.0
BOH78_0369	24.0	11.0	15.0	18.0	24.0	19.0	13.0	13.0
BOH78_0368	1.0		2.0	1.0	1.0	2.0	2.0	1.0
BOH78_0363			1.0	1.0	1.0	1.0	1.0	1.0
BOH78_0367		1.0						
BOH78_0552	3.0	4.0	5.0	3.0	7.0	4.0	4.0	4.0
BOH78_0553			3.0	3.0			1.0	4.0
BOH78_0551	2.0	2.0		1.0	4.0	2.0		
BOH78_0557	5.0	3.0	3.0	4.0	5.0	2.0	2.0	3.0
BOH78_0554	1.0							
BOH78_0559	1.0		2.0	1.0	1.0			
BOH78_0579			1.0					
BOH78_0570	4.0	5.0	3.0	7.0	5.0	3.0	1.0	3.0
BOH78_0575			1.0					
BOH78_0576	1.0							1.0
BOH78_0577	2.0		1.0	2.0	1.0			
BOH78_0518	6.0	2.0	8.0	4.0	8.0	4.0	4.0	2.0
BOH78_0519	1.0							
BOH78_0517	12.0	8.0	10.0	8.0	9.0	9.0	7.0	9.0
BOH78_0515	2.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0
BOH78_0512	8.0	9.0	9.0	9.0	11.0	6.0	9.0	11.0
BOH78_0689	16.0	7.0	20.0	12.0	14.0	4.0	26.0	17.0
BOH78_0686	10.0	5.0	14.0	8.0	9.0	7.0	14.0	12.0
BOH78_0684	1.0	1.0	2.0	1.0	1.0		1.0	1.0
BOH78_0685	7.0	6.0	10.0	8.0	7.0	5.0	14.0	9.0
BOH78_0683		1.0			1.0			1.0
BOH78_0680					1.0			
BOH78_0681	6.0	7.0	10.0	8.0	7.0	8.0	7.0	8.0
BOH78_0535	7.0	11.0	20.0	20.0	7.0	5.0	15.0	17.0
BOH78_0536			1.0	1.0	1.0		1.0	
BOH78_0537							1.0	
BOH78_0530	22.0	24.0	19.0	24.0	19.0	23.0	20.0	24.0
BOH78_0531	26.0	24.0	30.0	31.0	22.0	21.0	30.0	36.0
BOH78_0532	1.0				1.0			
BOH78_0533	8.0	6.0	9.0	11.0	3.0	2.0	4.0	4.0
BOH78_0499	17.0	6.0	10.0	8.0	17.0	6.0	6.0	7.0
BOH78_0498	4.0	5.0	11.0	8.0	9.0	5.0	7.0	8.0
BOH78_0491	1.0	1.0			1.0		1.0	
BOH78_0490					1.0			
BOH78_0497	1.0		2.0	3.0		2.0	3.0	1.0
BOH78_0495	17.0	18.0	15.0	19.0	21.0	15.0	16.0	14.0
BOH78_0388		1.0		1.0	1.0		1.0	1.0
BOH78_0471	1.0	2.0	1.0	1.0	2.0		1.0	1.0
BOH78_0473	24.0	18.0	30.0	19.0	17.0	10.0	22.0	17.0
BOH78_0472	5.0	1.0	3.0	3.0	3.0	3.0	1.0	2.0
BOH78_0475	1.0	1.0	1.0		2.0		1.0	2.0
BOH78_0474	13.0	7.0	10.0	11.0	4.0	6.0	17.0	8.0
BOH78_0479	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0
BOH78_0457	3.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0
BOH78_0456	1.0	1.0	1.0	1.0			1.0	1.0
BOH78_0455	5.0	3.0	7.0	4.0	4.0	6.0	4.0	3.0
BOH78_0454			1.0	1.0	1.0	1.0		
BOH78_0451	3.0		2.0	1.0	2.0		2.0	3.0
BOH78_0450	1.0			1.0				
BOH78_0458	1.0				1.0			
BOH78_0439	13.0	12.0	17.0	15.0	12.0	11.0	20.0	14.0
BOH78_0438	6.0	1.0	5.0	5.0	3.0	1.0	2.0	2.0
BOH78_0435	1.0		6.0	5.0	2.0	2.0	6.0	10.0
BOH78_0437	2.0	2.0	3.0	2.0	4.0	2.0	3.0	3.0
BOH78_0433	60.0	53.0	76.0	51.0	21.0	35.0	56.0	17.0
BOH78_0432	7.0	8.0	10.0	9.0	7.0	8.0	6.0	6.0
BOH78_0383			1.0			1.0	1.0	
BOH78_0382	11.0	12.0	16.0	15.0	10.0	10.0	16.0	12.0
BOH78_0381					1.0			
BOH78_0380	41.0	33.0	37.0	36.0	38.0	37.0	30.0	33.0
BOH78_0387	17.0	8.0	22.0	23.0	13.0	11.0	18.0	17.0
BOH78_0385	1.0	2.0	1.0	1.0		1.0		1.0
BOH78_0384	14.0	13.0	21.0	16.0	10.0	6.0	16.0	16.0
BOH78_0389		1.0	1.0	1.0				1.0
BOH78_0413	10.0	9.0	12.0	15.0	5.0	8.0	9.0	8.0
BOH78_0412	24.0	23.0	33.0	31.0	23.0	16.0	35.0	33.0
BOH78_0417							1.0	
BOH78_0416	5.0	6.0	7.0		8.0	3.0	3.0	5.0
BOH78_0415	3.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0
BOH78_0414	1.0	1.0	3.0	1.0	3.0	2.0	2.0	2.0
BOH78_0419	9.0	11.0	8.0	11.0	20.0	10.0	7.0	6.0
BOH78_0418	1.0	2.0	3.0	4.0	1.0	1.0	3.0	2.0
BOH78_0658	2.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0
BOH78_0651	3.0		2.0	1.0	2.0	3.0	4.0	5.0
BOH78_0650		1.0						1.0
BOH78_0653	4.0	5.0	3.0	4.0	3.0	5.0	3.0	2.0
BOH78_0652			1.0					
BOH78_0679		2.0		1.0				2.0
BOH78_0678	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0
BOH78_0677	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0
BOH78_0676		1.0			1.0			1.0
BOH78_0675			1.0		1.0			
BOH78_0674	2.0	4.0	6.0	5.0	2.0	1.0	4.0	3.0
BOH78_0673		1.0		1.0				
BOH78_0672	4.0	2.0	3.0	4.0	2.0	1.0		3.0
BOH78_0584	19.0	15.0	10.0	11.0	21.0	14.0	8.0	7.0
BOH78_0587	2.0	2.0	4.0	1.0	1.0	2.0	2.0	2.0
BOH78_0586				1.0				
BOH78_0581	1.0			1.0	1.0		1.0	
BOH78_0580			1.0				1.0	
BOH78_0582	54.0	45.0	30.0	30.0	51.0	46.0	22.0	27.0
BOH78_0588	2.0	1.0	1.0	2.0	3.0	1.0		3.0
BOH78_0619	18.0	20.0	18.0	19.0	19.0	13.0	16.0	11.0
BOH78_0618	10.0	11.0	7.0	10.0	10.0	8.0	10.0	9.0
BOH78_0405	57.0	60.0	54.0	56.0	71.0	62.0	53.0	50.0
BOH78_0403	1.0	2.0	3.0	1.0		1.0	1.0	1.0
BOH78_0409	1.0							1.0
BOH78_0097		2.0	2.0	3.0			1.0	1.0
BOH78_0096	3.0	4.0	4.0	4.0	4.0	3.0	5.0	6.0
BOH78_0095	4.0	4.0	6.0	3.0	6.0	4.0	3.0	4.0
BOH78_0094	9.0	5.0	8.0	8.0	8.0	5.0	5.0	7.0
BOH78_0093	4.0	2.0	1.0	5.0	2.0	5.0	2.0	2.0
BOH78_0092	3.0	4.0	6.0	7.0	5.0	4.0	12.0	8.0
BOH78_0091					1.0			
BOH78_0090	10.0	9.0	13.0	10.0	10.0	7.0	15.0	10.0
BOH78_0350	17.0	12.0	20.0	19.0	17.0	14.0	26.0	14.0
BOH78_0351			1.0					
BOH78_0353	25.0	25.0	21.0	29.0	30.0	26.0	19.0	23.0
BOH78_0355	9.0	7.0	9.0	9.0	8.0	5.0	9.0	6.0
BOH78_0356	1.0		3.0	3.0	5.0	3.0	2.0	
BOH78_0357	3.0		9.0	7.0	2.0	2.0	4.0	1.0
BOH78_0336	2.0	5.0	5.0	3.0	3.0	2.0	5.0	3.0
BOH78_0334	5.0	3.0	4.0	6.0	7.0	4.0	4.0	2.0
BOH78_0335	1.0	2.0	4.0	5.0	1.0	3.0	3.0	3.0
BOH78_0333	4.0	3.0	3.0	3.0	4.0	4.0	3.0	2.0
BOH78_0330					1.0			
BOH78_0331				1.0				
BOH78_0339	1.0		1.0					
BOH78_0318	4.0	4.0	2.0	3.0	5.0	2.0	3.0	2.0
BOH78_0319	6.0	4.0	5.0	6.0	10.0	6.0	8.0	7.0
BOH78_0314					1.0			
BOH78_0315	4.0	2.0	4.0	6.0	3.0	1.0	5.0	1.0
BOH78_0316	42.0	37.0	51.0	43.0	41.0	36.0	49.0	41.0
BOH78_0317	2.0		1.0	1.0			1.0	1.0
BOH78_0311	9.0	3.0	9.0	9.0	12.0	5.0	11.0	6.0
BOH78_0312	40.0	28.0	20.0	26.0	46.0	31.0	26.0	18.0
BOH78_0109			8.0	1.0			3.0	1.0
BOH78_0108	3.0		1.0	2.0				
BOH78_0103	42.0	42.0	39.0	33.0	46.0	33.0	34.0	31.0
BOH78_0102			1.0		1.0			
BOH78_0105	3.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0
BOH78_0104	2.0			2.0	1.0		1.0	1.0
BOH78_0107	2.0			1.0	2.0		1.0	
BOH78_0106	1.0	1.0	2.0		2.0			
BOH78_0299	2.0	1.0		1.0				2.0
BOH78_0298		1.0			1.0			
BOH78_0291	3.0	2.0	4.0	2.0	6.0	1.0	2.0	2.0
BOH78_0290			1.0		3.0		1.0	
BOH78_0293	3.0	2.0	1.0	1.0	6.0	3.0		
BOH78_0292							1.0	
BOH78_0295	1.0	1.0		1.0		1.0	1.0	1.0
BOH78_0294	9.0	8.0	11.0	12.0	5.0	8.0	10.0	8.0
BOH78_0297		1.0	1.0	1.0				1.0
BOH78_0296	1.0	1.0		1.0		1.0		1.0
BOH78_0128	3.0	2.0	2.0	3.0	1.0	1.0	3.0	
BOH78_0126	3.0	13.0	19.0	19.0	4.0	17.0	15.0	11.0
BOH78_0125	66.0	50.0	57.0	57.0	79.0	50.0	64.0	57.0
BOH78_0124	3.0		2.0	2.0	3.0		2.0	2.0
BOH78_0123	2.0	3.0		1.0	2.0	2.0	1.0	1.0
BOH78_0121	18.0	11.0	13.0	17.0	15.0	9.0	12.0	12.0
BOH78_0145	4.0	4.0	13.0	10.0	2.0	4.0	14.0	12.0
BOH78_0147	31.0	23.0	30.0	28.0	33.0	17.0	26.0	26.0
BOH78_0146	8.0	8.0	15.0	9.0	9.0	6.0	17.0	7.0
BOH78_0140	74.0	57.0	102.0	69.0	82.0	46.0	163.0	76.0
BOH78_0149	1.0		1.0				1.0	
BOH78_0148				1.0				
BOH78_0169	3.0	4.0	3.0	4.0	3.0	3.0	4.0	2.0
BOH78_0168	59.0	58.0	60.0	55.0	64.0	63.0	63.0	56.0
BOH78_0163	9.0	11.0	9.0	9.0	8.0	7.0	8.0	8.0
BOH78_0162		1.0	1.0	1.0	1.0		1.0	
BOH78_0161	2.0		2.0	2.0	2.0	1.0	2.0	2.0
BOH78_0160	1.0	4.0	9.0	7.0	3.0	3.0	7.0	5.0
BOH78_0167	11.0	12.0	12.0	13.0	13.0	11.0	12.0	14.0
BOH78_0166	1.0	1.0	1.0					1.0
BOH78_0165	10.0	7.0	10.0	11.0	11.0	8.0	5.0	6.0
BOH78_0164	7.0	5.0	7.0	6.0	9.0	4.0	6.0	9.0
BOH78_0088	1.0	1.0		1.0				1.0
BOH78_0089		1.0						
BOH78_0086			1.0	1.0		1.0	1.0	
BOH78_0087	3.0	2.0	3.0	3.0	2.0	2.0	3.0	1.0
BOH78_0181	2.0		2.0	2.0	2.0	1.0	1.0	1.0
BOH78_0185	1.0	1.0		2.0	1.0	1.0	1.0	2.0
BOH78_0184	61.0	51.0	80.0	69.0	60.0	45.0	95.0	78.0
BOH78_0187	1.0	1.0	2.0	2.0		1.0		2.0
BOH78_0189	15.0	12.0	19.0	15.0	14.0	14.0	13.0	15.0
BOH78_0188	5.0	5.0	6.0	6.0	7.0	5.0	6.0	3.0
BOH78_0211	2.0		4.0	2.0	3.0	1.0	1.0	3.0
BOH78_0212	6.0	6.0	9.0	5.0	5.0	5.0	7.0	5.0
BOH78_0215		2.0	1.0	1.0	2.0	1.0	1.0	1.0
BOH78_0214	1.0							
BOH78_0216	16.0	12.0	16.0	10.0	9.0	8.0	12.0	13.0
BOH78_0219	8.0	1.0	21.0	8.0	14.0	7.0	14.0	9.0
BOH78_0028	5.0	4.0	7.0	5.0	2.0	3.0	6.0	6.0
BOH78_0022				1.0				
BOH78_0023				1.0				
BOH78_0020	3.0	3.0	5.0	2.0	3.0	4.0	6.0	1.0
BOH78_0021			1.0				1.0	
BOH78_0026		1.0	1.0	1.0				1.0
BOH78_0024	1.0		1.0	1.0	2.0		2.0	
BOH78_0025	1.0		1.0					
BOH78_0237	4.0	2.0	2.0	2.0			5.0	4.0
BOH78_0236	11.0	10.0	12.0	10.0	9.0	8.0	14.0	9.0
BOH78_0235			3.0	1.0	1.0		4.0	2.0
BOH78_0234	1.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0
BOH78_0233		1.0		1.0		1.0	1.0	1.0
BOH78_0232	1.0	2.0	4.0	3.0	3.0	3.0	3.0	3.0
BOH78_0231	1.0							
BOH78_0230	1.0		1.0		1.0			
BOH78_0239	7.0	6.0	4.0	5.0	5.0	4.0	5.0	8.0
BOH78_0238	1.0	1.0						
BOH78_0003	1.0		1.0					
BOH78_0004		1.0	1.0			1.0	1.0	
BOH78_0005	3.0		3.0		3.0	1.0	1.0	
BOH78_0009	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0
BOH78_0258	3.0	2.0	4.0	1.0	3.0	1.0	4.0	3.0
BOH78_0255						1.0		
BOH78_0257					1.0			
BOH78_0256	21.0	19.0	20.0	25.0	30.0	18.0	25.0	17.0
BOH78_0251	3.0	2.0	5.0	4.0	4.0	3.0	3.0	4.0
BOH78_0250	18.0	15.0	13.0	15.0	18.0	13.0	13.0	11.0
BOH78_0253							1.0	
BOH78_0252	1.0	2.0	4.0	1.0	2.0	1.0	3.0	1.0
BOH78_0226	1.0	3.0	2.0	4.0	1.0	2.0	1.0	2.0
BOH78_0066				1.0	2.0			
BOH78_0065	19.0	25.0	22.0	25.0	18.0	21.0	14.0	22.0
BOH78_0060	8.0	3.0	5.0	5.0	2.0	2.0	1.0	6.0
BOH78_0061				1.0				
BOH78_0068	12.0	8.0	10.0	10.0	8.0	8.0	10.0	5.0
BOH78_0069	2.0	2.0		2.0	3.0	1.0	1.0	2.0
BOH78_0273	26.0	17.0	21.0	17.0	28.0	18.0	23.0	18.0
BOH78_0270					1.0		1.0	
BOH78_0276	3.0		2.0	2.0	2.0		2.0	1.0
BOH78_0275								2.0
BOH78_0279	19.0	15.0	16.0	16.0	25.0	21.0	22.0	18.0
BOH78_0001		1.0	1.0	1.0		1.0	1.0	1.0
BOH78_0007	3.0		2.0	1.0	3.0	2.0	3.0	2.0
